"address","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","reviewsCount","type","webUrl","website"
"Calle San Pelayo N. 15, 33550, Cangas de Onís España","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"sidreriaelovetensecangas@gmail.com","1439","720",,,,,,,,,,,"1440","720",,,,,"1439","720",,,,,"1439","720",,,,,"1439","720",,,,,"1439","720",,,,,"3381235","https://media-cdn.tripadvisor.com/media/photo-o/07/a6/e4/24/el-ovetense.jpg","false","false","43.354843","-5.128493","El Ovetense","927","+34 984 84 01 60","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662890-d3381235-Reviews-El_Ovetense-Cangas_de_Onis_Asturias.html","http://www.facebook.com/sidreriaelovetensecangas/"
"Calle San Antonio, 7, 33201, Gijón España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"hola@eltomatebistro.es","960","810",,,,,,,,,,,"960","810",,,,,"960","810","1439","1260",,,"960","810","1439","1260",,,"960","810","1439","1260",,,"960","810","1439","1260",,,"7899048","https://media-cdn.tripadvisor.com/media/photo-o/0f/63/da/13/arroz-con-pitu.jpg","false","false","43.543575","-5.663339","El Tomate Bistró","343","+34 984 29 71 82","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d7899048-Reviews-El_Tomate_Bistro-Gijon_Asturias.html","http://WWW.ELTOMATEBISTRO.ES"
"Calle Aquilino Hurlé, 30, 33202, Gijón España","Española","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,,"960","690","1410","1200",,,,,,,,,,,,,,,,,,,,,"960","690","1410","1200",,,"960","690","1410","1200",,,"960","690","1410","1200",,,"15636394","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/df/0e/e2/cachopo-individual-y.jpg","false","false","43.539223","-5.647181","Sidrería Casa Carmen Hurlé","132","+34 985 33 44 15","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d15636394-Reviews-Sidreria_Casa_Carmen_Hurle-Gijon_Asturias.html","http://casacarmengijon.com/"
"Avenida Mejico 30, 33600 Mieres España","Americana","Comida rápida","Opciones vegetarianas",,,,,,,,,,,"Opciones vegetarianas",,,,"charly@mccharlycompany.com","1440","660",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1440","510",,,,,"1440","600",,,,,"3356073","https://media-cdn.tripadvisor.com/media/photo-s/02/fb/4e/c8/mc-charly-company.jpg","false","false","43.25472","-5.779983","Mc Charly & Company","346","+34 985 45 32 42","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g775263-d3356073-Reviews-Mc_Charly_Company-Mieres_Mieres_Municipality_Asturias.html","http://www.mccharlycompany.com"
"Calle Altamirano 9, 33003, Oviedo España","Mediterránea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"1080","780",,,,,,,,,,,"1020","750",,,,,"1020","750",,,,,"1020","750","1650","1200",,,"1020","750","1770","1200",,,"1020","750","1770","1200",,,"8630007","https://media-cdn.tripadvisor.com/media/photo-o/0d/5a/71/9a/la-leyenda-del-gallo.jpg","false","false","43.36151","-5.845323","La Leyenda Del Gallo","373","+34 984 84 06 84","€€€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d8630007-Reviews-La_Leyenda_Del_Gallo-Oviedo_Asturias.html","http://www.facebook.com/laleyendadelgallo"
"Lugar Barrio Playa la Griega, S/N, 33328, Colunga España","Marisco","Española","Saludable","Mediterránea","Europea","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"hotelrestaurantevistaalegre@gmail.com","1410","750",,,,,"1410","750",,,,,,,,,,,"1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"1410","750",,,,,"985186","https://media-cdn.tripadvisor.com/media/photo-s/02/f7/34/07/restaurante-vista-alegre.jpg","false","false","43.500546","-5.262936","Vista Alegre","497","+34 985 85 60 61","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662240-d985186-Reviews-Restaurante_Vista_Alegre-Colunga_Asturias.html","http://www.hotelrestaurantevistaalegre.com/p/colunga"
"Ramon Bautista Claveria 10 Bajo, 33930 La Felguera, Langreo España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"correo@restaurantelatoscana.es","1020","720",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660","1380","1200",,,"960","660","1440","1200",,,"3297303","https://media-cdn.tripadvisor.com/media/photo-o/08/26/48/3d/la-toscana.jpg","false","false","43.308216","-5.692158","Restaurante La Toscana","215","+34 984 18 20 89","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2734117-d3297303-Reviews-Restaurante_La_Toscana-La_Felguera_Langreo_Asturias.html","http://eligemenu.es/la-toscana-restaurante"
"calle Fernando Alvarez, Pola de Somiedo España","Española","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4583624","https://media-cdn.tripadvisor.com/media/photo-o/07/0a/61/57/el-meirel.jpg","false","false","43.092785","-6.256806","El Meirel","206","+34 985 76 39 93","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1495349-d4583624-Reviews-El_Meirel-Pola_de_Somiedo_Somiedo_Municipality_Asturias.html","http://elmeirel.com"
"Cr Lavandera-Lavandera nº 3255 Lavandera s/n, 33350, Gijón España","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"sidreria@casatrabanco.com","1080","720",,,,,,,,,,,"1080","720",,,,,"1080","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"985194","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/73/f6/d1/entrada-a-nuestro-restaurante.jpg","false","false","43.47094","-5.645898","Casa Trabanco","781","+34 985 13 64 62","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d985194-Reviews-Casa_Trabanco-Gijon_Asturias.html","http://www.casatrabanco.com/"
"Calle Angel Tarano 3, 33550, Cangas de Onís España","Española",,,,,,,,,,,,,,,,,,"960","630","1440","1080",,,,,,,,,"960","630","1440","1080",,,"960","630","1440","1080",,,"960","630","1440","1080",,,"960","630","1440","1080",,,"960","630","1440","1080",,,"985164","https://media-cdn.tripadvisor.com/media/photo-o/0d/44/1f/d1/photo0jpg.jpg","false","false","43.351337","-5.12746","El Polesu","1175","+34 985 94 75 84","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662890-d985164-Reviews-El_Polesu-Cangas_de_Onis_Asturias.html","http://www.sideriaelpolesu.es"
"Caserio El Peligro 3, 33875 Tineo España","Internacional","Restaurante de carne","Barbacoa","Española",,,,,,,,,,,,,,"info@pensioncasavicente.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10041532","https://media-cdn.tripadvisor.com/media/photo-o/0a/9b/be/a7/parrillada-con-pate-de.jpg","false","false","43.31769","-6.475647","Casa Vicente","75","+34 985 90 11 09","€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g652113-d10041532-Reviews-Casa_Vicente-Tineo_Tineo_Municipality_Asturias.html","http://www.pensioncasavicente.com/"
"Calle Primero de Mayo 3 Corvera De Asturias, 33404, Avilés España","Española",,,,,,,,,,,,,,,,,,"1560","510",,,,,"1560","510",,,,,"1560","510",,,,,"1560","510",,,,,"1560","510",,,,,"1560","510",,,,,"1560","510",,,,,"7677863","https://media-cdn.tripadvisor.com/media/photo-o/0d/04/43/04/pa-fartucase.jpg","false","false","43.53734","-5.900631","Meson de Furacu","153","+34 687 91 59 69","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d7677863-Reviews-Meson_de_Furacu-Aviles_Asturias.html","http://www.facebook.com/pages/meson-de-furacu/192920270768764"
"Alto de la Madera,16, 33189 Grandarrasa España","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"casanarciandi2019@gmail.com","1080","780",,,,,"1080","780",,,,,,,,,,,"1080","780",,,,,"1080","780",,,,,"1080","780",,,,,"1080","780",,,,,"2024618","https://media-cdn.tripadvisor.com/media/photo-o/06/cc/67/42/casa-narciandi.jpg","false","false","43.45679","-5.688921","Casa Narciandi","162","+34 985 16 82 48","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g8005170-d2024618-Reviews-Casa_Narciandi-Grandarrasa_Siero_Municipality_Asturias.html","http://www.facebook.com/pages/Casa-Narciandi-Casa-De-Comidas-2019/720253654662693"
"Caserio Puerma s/n, 33190 Soto de las Regueras España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5256869","https://media-cdn.tripadvisor.com/media/photo-o/0a/84/76/79/img-20160305-145342-largejpg.jpg","false","false","43.398872","-6.018676","Casa Florinda","181","+34 985 79 94 76","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g7140190-d5256869-Reviews-Casa_Florinda-Soto_de_las_Regueras_Las_Regueras_Municipality_Asturias.html","http://www.facebook.com/CasaFlorinda/"
"C. Alcalde García Conde, nº 3, 33001, Oviedo España","Mediterránea","Española","Vinoteca","Opciones veganas",,,,,,,,,,"Opciones veganas",,,,"mantherre@gmail.com","960","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"21168103","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/f7/a0/f8/comedor.jpg","false","false","43.364105","-5.846328","Mantherre","54","+34 652 18 17 69","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d21168103-Reviews-Mantherre-Oviedo_Asturias.html","https://www.instagram.com/mantherreoviedo/?hl=en"
"Calle Gabino Alonso fueyo 22 Lada, 33934, Langreo España","Restaurante de carne","Barbacoa","Española","Opciones sin gluten",,,,,,,,,,"Opciones sin gluten",,,,,"1500","780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1530","780",,,,,"1560","780",,,,,"3706195","https://media-cdn.tripadvisor.com/media/photo-o/10/bb/15/77/photo0jpg.jpg","false","false","43.302094","-5.708148","Caldillo de Arriba","202","+34 985 67 69 16","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1058601-d3706195-Reviews-Caldillo_de_Arriba-Langreo_Asturias.html","http://www.casacaldillo.com/#"
"Calle Mayor 8, 33500, Llanes España","Española","Opciones sin gluten",,,,,,,,,,,,"Opciones sin gluten",,,,"migreb@hotmail.com","1020","660",,,,,,,,,,,"1020","660","1500","1200",,,"1020","660","1500","1200",,,"1020","660","1500","1200",,,"1020","660","1500","1200",,,"1020","660","1500","1200",,,"7990950","https://media-cdn.tripadvisor.com/media/photo-o/07/e6/33/49/mayor-de-llanes-inmejorable.jpg","false","false","43.420544","-4.754375","Sidrería El Antoju","1519","+34 984 08 96 41","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d7990950-Reviews-Sidreria_El_Antoju-Llanes_Asturias.html","http://www.sidreriaelantoju.es"
"Caserío Torollo 31, 33191, Oviedo España","Mediterránea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"casaelgaiterin@hotmail.com","1080","720",,,,,"1020","660",,,,,,,,,,,"1080","660",,,,,"1080","660",,,,,"1425","660",,,,,"1425","720",,,,,"7390260","https://media-cdn.tripadvisor.com/media/photo-o/17/4d/8d/7d/restaurante-casa-el-gaiterin.jpg","false","false","43.362316","-5.91691","Restaurante Casa El Gaiterin","407","+34 600 01 32 25","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d7390260-Reviews-Restaurante_Casa_El_Gaiterin-Oviedo_Asturias.html",
"Lugar Soto 11 Espinaredo, 33537 La Villa España","Española","Saludable","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,,"1020","780",,,,,,,,,,,"1020","780",,,,,"1020","780",,,,,"1020","780",,,,,"1020","780",,,,,"1020","780",,,,,"12115608","https://media-cdn.tripadvisor.com/media/photo-o/0e/6c/b1/6d/el-rinconin-de-espinareu.jpg","false","false","43.300774","-5.362879","Restaurante El Rincón de Espinareu","226","+34 682 84 76 00","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g13378525-d12115608-Reviews-Restaurante_El_Rincon_de_Espinareu-La_Villa_Pilona_Municipality_Asturias.html","http://elrincondeespinaredo.blogspot.com"
"Perez De Ayala, 10, 33940 El Entrego España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"barlaconda@gmail.com","1380","480",,,,,,,,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1440","480",,,,,"1440","480",,,,,"3167483","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/e4/10/7c/local.jpg","false","false","43.2878","-5.63875","La CONDA","118","+34 984 19 53 89","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2695910-d3167483-Reviews-La_CONDA-El_Entrego_San_Martin_del_Rey_Aurelio_Municipality_Asturias.html","https://www.laconda.es/"
"Avda.Shultz 87, 33208, Gijón España","Italiana","Pizza","Comida rápida","Saludable","Napolitana","De Campania","Toscana","Romana","Del Lacio","Siciliana","Del centro de Italia","Del sur de Italia","Opciones vegetarianas","Opciones vegetarianas",,,,"artipizzaaltaglio@gmail.com","930","780","1410","1200",,,,,,,,,"930","780","1410","1200",,,"930","780","1410","1200",,,"930","780","1410","1200",,,"930","780","1410","1200",,,"930","780","1410","1200",,,"15039002","https://media-cdn.tripadvisor.com/media/photo-m/1280/14/79/1e/60/tienda-de-comida-italiana.jpg","false","false","43.53138","-5.6661","Arti pizza","157","+34 984 18 42 69","€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d15039002-Reviews-Arti_pizza-Gijon_Asturias.html","http://artipizzaaltaglio.es/"
"Calle de Luis Braille 28, 33212, Gijón España","Mediterránea","Española","Saludable","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"info@sidrerialaallandesa.com","1500","660",,,,,"990","660",,,,,,,,,,,"990","660","1500","1140",,,"990","660","1500","1140",,,"990","660","1500","1140",,,"1500","660",,,,,"10941552","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/0c/c2/86/caption.jpg","false","false","43.540344","-5.693058","Sidrería Parrilla La Allandesa","109","+34 985 62 26 67","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d10941552-Reviews-Sidreria_Parrilla_La_Allandesa-Gijon_Asturias.html","https://www.facebook.com/SidreriaLaAllandesa/"
"Calle Suárez de la Riva, 5, 33007, Oviedo España","Mediterránea","Española","Saludable","Internacional","Opciones vegetarianas",,,,,,,,,"Opciones vegetarianas",,,,"hola@cocinacabal.com","1020","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"19274571","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/ec/0d/08/zona-de-comida.jpg","false","false","43.36054","-5.847464","Cocina Cabal","164","+34 985 02 75 52","€€€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d19274571-Reviews-Cocina_Cabal-Oviedo_Asturias.html","http://www.cocinacabal.com"
"Mateo Llana 8, 33012, Oviedo España","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"cafedelatierra@gmail.com","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"12489666","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/c0/b3/14/espacios.jpg","false","false","43.36805","-5.867938","Sidrería Pichote","1073","+34 984 28 29 27","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d12489666-Reviews-Pichote_La_Sidreria-Oviedo_Asturias.html","http://www.sidreriapichote.com"
"Plaza Porlier 5, 33003, Oviedo España","Japonesa","Sushi","Asiática","Saludable","Fusión japonesa",,,,,,,,,,,,,"oviedo@sibuya.es","960","795","1395","1230",,,"960","795","1395","1230",,,"960","795","1395","1230",,,"960","795","1395","1230",,,"960","795","1395","1230",,,"960","795","1440","1230",,,"960","795","1440","1230",,,"23604099","https://media-cdn.tripadvisor.com/media/photo-m/1280/21/29/a0/81/gunkan-lovers.jpg","false","false",,,"Sibuya Urban Sushi Bar Oviedo","238","+34 984 34 34 34","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d23604099-Reviews-Sibuya_Urban_Sushi_Bar_Oviedo-Oviedo_Asturias.html","https://sibuyaurbansushibar.com/reservas-sibuya-oviedo/"
"Plaza De La Marina, 3, 33150, Cudillero España","Mediterránea","Española","Saludable","Opciones veganas",,,,,,,,,,"Opciones veganas",,,,"infolagijonesa@gmail.com","1380","720",,,,,,,,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"23355935","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/16/15/02/tabla-de-quesos-asturianos.jpg","false","false","43.562878","-6.145252","La Gijonesa Bar - Tienda","513","+34 613 02 48 42","€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608996-d23355935-Reviews-La_Gijonesa_Bar_Tienda-Cudillero_Asturias.html","http://www.lagijonesa.com"
"Calle Robledo 21-B Bajo, 33630 Pola de Lena España","Mediterránea","Europea","Española","Saludable","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@roblebyjairorodriguez.com","960","780",,,,,,,,,,,"990","780",,,,,"990","780",,,,,"990","780",,,,,"990","780","1380","1200",,,"990","780","1380","1200",,,"15610095","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/f4/5f/26/logotipo.jpg","false","false","43.152946","-5.826718","Roble by Jairo Rodriguez","116","+34 985 49 24 62","€€€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1078301-d15610095-Reviews-Roble_by_Jairo_Rodriguez-Pola_de_Lena_Lena_Municipality_Asturias.html","http://roblebyjairorodriguez.com/"
"Calle Puerto Pajares, 9 Bajo, 33011, Oviedo España","Mediterránea","Europea","Española","Saludable","Asador","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"alternasidreria@gmail.com","1440","660",,,,,,,,,,,"1440","660",,,,,"1440","660",,,,,"1470","660",,,,,"1470","660",,,,,"1440","660",,,,,"11621617","https://media-cdn.tripadvisor.com/media/photo-o/10/4a/57/b4/principal.jpg","false","false","43.37115","-5.836147","Alterna Sidrería","1437","+34 984 28 06 41","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d11621617-Reviews-Alterna_Sidreria-Oviedo_Asturias.html","http://alternasidreria.com"
"Calle Escultor Sebastian Miranda 3, 33201, Gijón España","Europea","Mediterránea",,,,,,,,,,,,,,,,"infolagijonesa@gmail.com","1440","720",,,,,"1440","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1119478","https://media-cdn.tripadvisor.com/media/photo-m/1280/23/5f/28/75/el-arca-de-noe-calle.jpg","false","false","43.54615","-5.66221","El Arca de Noé","140","+34 613 07 22 12","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d1119478-Reviews-El_Arca_de_Noe-Gijon_Asturias.html",
